version,version_meaning,direction,format,category,path,meaning,main_use,caution
claude-version,overseas-generator version: candidates were generated in the Claude-based run,EC English-to-Chinese,CSV,dependency syntax,claude-version/ec/results/parser_derived_syntactic_metrics/analysis/pilot/csv/ffn_200ec.syntax_info_features.model_top1_averages.csv,Parser-derived syntactic metrics including depth and dependency distance.,Use to analyze structural load and dependency-span patterns.,
claude-version,overseas-generator version: candidates were generated in the Claude-based run,EC English-to-Chinese,CSV,dependency syntax,claude-version/ec/results/parser_derived_syntactic_metrics/analysis/pilot/csv/ffn_200ec.syntax_info_features.pairwise_logistic_preferences.csv,Parser-derived syntactic metrics including depth and dependency distance.,Use to analyze structural load and dependency-span patterns.,
claude-version,overseas-generator version: candidates were generated in the Claude-based run,EC English-to-Chinese,JSON,dependency syntax,claude-version/ec/results/parser_derived_syntactic_metrics/analysis/pilot/json/ffn_200ec.syntax_info_features.by_candidate.json,Parser-derived syntactic metrics including depth and dependency distance.,Use to analyze structural load and dependency-span patterns.,
claude-version,overseas-generator version: candidates were generated in the Claude-based run,EC English-to-Chinese,JSON,dependency syntax,claude-version/ec/results/parser_derived_syntactic_metrics/analysis/pilot/json/ffn_200ec.syntax_info_features.cache.json,Parser-derived syntactic metrics including depth and dependency distance.,Use to analyze structural load and dependency-span patterns.,
claude-version,overseas-generator version: candidates were generated in the Claude-based run,EC English-to-Chinese,JSON,dependency syntax,claude-version/ec/results/parser_derived_syntactic_metrics/analysis/pilot/json/ffn_200ec.syntax_info_features.method_notes.json,Parser-derived syntactic metrics including depth and dependency distance.,Use to analyze structural load and dependency-span patterns.,
claude-version,overseas-generator version: candidates were generated in the Claude-based run,EC English-to-Chinese,CSV,rule/proxy features,claude-version/ec/results/rule_based_proxy_features/analysis/pilot/csv/ffn_200ec.deep_features.model_feature_ranks.csv,Rule-based or heuristic control features such as number/entity/register proxies.,"Use as auxiliary controls, not as high-confidence linguistic measurement.",
claude-version,overseas-generator version: candidates were generated in the Claude-based run,EC English-to-Chinese,CSV,rule/proxy features,claude-version/ec/results/rule_based_proxy_features/analysis/pilot/csv/ffn_200ec.deep_features.model_top1_averages.csv,Rule-based or heuristic control features such as number/entity/register proxies.,"Use as auxiliary controls, not as high-confidence linguistic measurement.",
claude-version,overseas-generator version: candidates were generated in the Claude-based run,EC English-to-Chinese,CSV,rule/proxy features,claude-version/ec/results/rule_based_proxy_features/analysis/pilot/csv/ffn_200ec.deep_features.pairwise_logistic_preferences.csv,Rule-based or heuristic control features such as number/entity/register proxies.,"Use as auxiliary controls, not as high-confidence linguistic measurement.",
claude-version,overseas-generator version: candidates were generated in the Claude-based run,EC English-to-Chinese,JSON,rule/proxy features,claude-version/ec/results/rule_based_proxy_features/analysis/pilot/json/ffn_200ec.deep_features.by_candidate.json,Rule-based or heuristic control features such as number/entity/register proxies.,"Use as auxiliary controls, not as high-confidence linguistic measurement.",
claude-version,overseas-generator version: candidates were generated in the Claude-based run,EC English-to-Chinese,JSON,rule/proxy features,claude-version/ec/results/rule_based_proxy_features/analysis/pilot/json/ffn_200ec.deep_features.method_notes.json,Rule-based or heuristic control features such as number/entity/register proxies.,"Use as auxiliary controls, not as high-confidence linguistic measurement.",
claude-version,overseas-generator version: candidates were generated in the Claude-based run,EC English-to-Chinese,JSON,rule/proxy features,claude-version/ec/results/rule_based_proxy_features/analysis/pilot/json/ffn_200ec.deep_features.model_top1_by_sample.json,Rule-based or heuristic control features such as number/entity/register proxies.,"Use as auxiliary controls, not as high-confidence linguistic measurement.",
