version,direction,dataset,judge_model,sample_id,human_candidate,top1_candidate,human_rank,human_is_top1,human_is_top2_or_better
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,038,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,039,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,040,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,041,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,042,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,043,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,044,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,045,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,046,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,047,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,048,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,049,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,050,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,051,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,052,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,053,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,054,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,055,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,056,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,057,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,058,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,059,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,060,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,061,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,062,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,063,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,064,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,065,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,066,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,067,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,068,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,069,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,070,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,071,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,072,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,073,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,074,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,075,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,076,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,077,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,078,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,079,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,080,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,081,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,082,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,083,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,084,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,085,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,086,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,087,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,088,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,089,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,090,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,091,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,092,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,093,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,094,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,095,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,096,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,097,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,098,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,099,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,100,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,101,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,102,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,103,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,104,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,105,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,106,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,107,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,108,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,109,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,110,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,111,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,112,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,113,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,114,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,115,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,116,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,117,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,118,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,119,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,120,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,121,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,122,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,123,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,124,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,125,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,126,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,127,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,128,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,129,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,130,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,131,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,132,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,133,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,134,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,135,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,136,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,137,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,138,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,139,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,140,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,141,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,142,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,143,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,144,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,145,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,146,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,147,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,148,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,149,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,150,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,151,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,152,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,153,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,154,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,155,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,156,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,157,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,158,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,159,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,160,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,161,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,162,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,163,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,164,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,165,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,166,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,167,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,168,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,169,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,170,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,171,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,172,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,173,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,174,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,175,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,176,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,177,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,178,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,179,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,180,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,181,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,182,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,183,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,184,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,185,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,186,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,187,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,188,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,189,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,190,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,191,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,192,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,193,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,194,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,195,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,196,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,197,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,198,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,199,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,openai__gpt-5.2,200,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,001,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,002,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,003,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,004,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,005,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,006,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,007,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,008,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,009,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,010,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,011,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,012,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,013,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,014,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,015,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,016,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,017,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,018,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,019,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,020,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,021,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,022,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,023,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,024,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,025,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,026,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,027,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,028,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,029,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,030,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,031,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,032,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,033,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,034,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,035,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,036,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,037,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,038,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,039,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,040,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,041,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,042,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,043,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,044,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,045,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,046,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,047,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,048,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,049,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,050,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,051,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,052,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,053,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,054,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,055,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,056,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,057,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,058,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,059,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,060,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,061,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,062,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,063,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,064,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,065,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,066,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,067,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,068,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,069,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,070,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,071,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,072,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,073,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,074,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,075,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,076,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,077,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,078,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,079,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,080,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,081,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,082,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,083,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,084,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,085,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,086,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,087,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,088,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,089,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,090,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,091,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,092,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,093,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,094,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,095,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,096,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,097,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,098,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,099,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,100,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,101,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,102,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,103,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,104,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,105,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,106,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,107,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,108,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,109,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,110,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,111,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,112,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,113,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,114,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,115,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,116,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,117,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,118,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,119,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,120,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,121,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,122,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,123,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,124,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,125,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,126,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,127,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,128,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,129,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,130,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,131,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,132,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,133,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,134,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,135,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,136,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,137,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,138,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,139,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,140,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,141,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,142,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,143,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,144,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,145,A,C,2,False,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,146,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,147,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,148,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,149,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,150,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,151,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,152,A,B,2,False,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,153,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,154,A,B,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,155,A,A,1,True,True
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,156,A,C,3,False,False
claude-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,157,A,B,3,False,False
