id,language,clause_count,dependency_depth,mean_dependency_distance,max_dependency_distance,normalized_dependency_distance,nominalization_ratio,modifier_density,coordination_count,passive_or_beishi_count,sentence_compression_ratio,token_count,sentence_count,avg_sentence_length
zh_native_03949,zh,4.0,6.0,4.448276,25.0,0.153389,0.509524,0.4,0.0,0.0,10.0,30.0,1.0,30.0
zh_native_03950,zh,2.0,4.0,3.823529,16.0,0.224913,0.545455,0.333333,1.0,0.0,5.25,18.0,1.0,18.0
zh_native_03951,zh,3.0,4.0,2.352941,7.0,0.138408,0.666667,0.388889,2.0,0.0,6.25,18.0,1.0,18.0
zh_native_03952,zh,1.0,3.0,1.777778,4.0,0.197531,0.5,0.4,0.0,0.0,3.5,10.0,1.0,10.0
zh_native_03953,zh,3.0,4.0,3.565217,17.0,0.155009,0.588235,0.458333,1.0,1.0,7.25,24.0,1.0,24.0
zh_native_03954,zh,6.0,6.0,5.28,20.0,0.2112,0.518421,0.384615,0.0,0.0,8.5,26.0,1.0,26.0
zh_native_03955,zh,6.0,4.0,3.35,17.0,0.1675,0.466667,0.142857,3.0,0.0,6.25,21.0,1.0,21.0
zh_native_03956,zh,3.0,4.0,3.266667,11.0,0.217778,0.272727,0.1875,2.0,0.0,3.75,16.0,1.0,16.0
zh_native_03957,zh,7.0,5.0,5.03125,29.0,0.157227,0.428571,0.121212,6.0,3.0,8.25,33.0,1.0,33.0
zh_native_03958,zh,5.0,3.0,3.136364,12.0,0.142562,0.5,0.130435,2.0,1.0,5.75,23.0,1.0,23.0
zh_native_03959,zh,6.0,5.0,3.692308,17.0,0.142012,0.568182,0.333333,2.0,1.0,9.25,27.0,1.0,27.0
zh_native_03960,zh,8.0,6.0,4.0,21.0,0.121212,0.403846,0.235294,2.0,0.0,8.25,34.0,1.0,34.0
zh_native_03961,zh,6.0,5.0,3.666667,24.0,0.135802,0.5,0.357143,2.0,0.0,9.75,28.0,1.0,28.0
zh_native_03962,zh,3.0,4.0,2.52381,12.0,0.120181,0.533333,0.318182,1.0,3.0,6.5,22.0,1.0,22.0
zh_native_03963,zh,1.0,5.0,2.235294,11.0,0.131488,0.458333,0.222222,1.0,0.0,4.25,18.0,1.0,18.0
zh_native_03964,zh,4.0,5.0,4.083333,17.0,0.170139,0.441176,0.2,2.0,0.0,6.5,25.0,1.0,25.0
zh_native_03965,zh,4.0,5.0,2.56,14.0,0.1024,0.416667,0.192308,1.0,0.0,5.5,26.0,1.0,26.0
zh_native_03966,zh,4.0,3.0,3.333333,15.0,0.185185,0.3125,0.315789,0.0,0.0,4.75,19.0,1.0,19.0
zh_native_03967,zh,7.0,5.0,3.590909,20.0,0.163223,0.733333,0.26087,8.0,0.0,6.75,23.0,1.0,23.0
zh_native_03968,zh,10.0,5.0,4.393939,29.0,0.13315,0.729167,0.294118,10.0,0.0,12.75,34.0,1.0,34.0
zh_native_03969,zh,7.0,5.0,3.375,19.0,0.105469,0.391379,0.212121,3.0,1.0,10.0,33.0,1.0,33.0
zh_native_03970,zh,2.0,3.0,3.117647,9.0,0.183391,0.521875,0.388889,0.0,0.0,5.25,18.0,1.0,18.0
zh_native_03971,zh,2.0,3.0,3.117647,9.0,0.183391,0.521875,0.333333,0.0,1.0,5.75,18.0,1.0,18.0
zh_native_03972,zh,3.0,5.0,3.96,16.0,0.1584,0.340909,0.307692,1.0,0.0,6.75,26.0,1.0,26.0
zh_native_03973,zh,4.0,4.0,3.148148,20.0,0.116598,0.291667,0.464286,0.0,1.0,6.5,28.0,1.0,28.0
zh_native_03974,zh,3.0,5.0,5.107143,27.0,0.182398,0.413043,0.344828,0.0,0.0,7.5,29.0,1.0,29.0
zh_native_03975,zh,5.0,4.0,5.02439,31.0,0.122546,0.583333,0.47619,4.0,0.0,15.75,42.0,1.0,42.0
zh_native_03976,zh,1.0,3.0,2.583333,8.0,0.215278,0.486364,0.615385,0.0,0.0,4.75,13.0,1.0,13.0
zh_native_03977,zh,4.0,4.0,4.08,13.0,0.1632,0.453571,0.192308,5.0,2.0,6.0,26.0,1.0,26.0
zh_native_03978,zh,5.0,4.0,3.658537,28.0,0.089233,0.613514,0.547619,4.0,1.0,17.25,42.0,1.0,42.0
zh_native_03979,zh,3.0,5.0,2.466667,8.0,0.164444,0.488462,0.375,0.0,0.0,5.75,16.0,1.0,16.0
zh_native_03980,zh,7.0,5.0,4.125,32.0,0.103125,0.666667,0.365854,8.0,1.0,16.0,41.0,1.0,41.0
zh_native_03981,zh,7.0,5.0,4.555556,22.0,0.126543,0.578125,0.378378,0.0,1.0,13.75,37.0,1.0,37.0
zh_native_03982,zh,6.0,5.0,4.275862,25.0,0.147444,0.5,0.333333,5.0,0.0,11.25,30.0,1.0,30.0
zh_native_03983,zh,4.0,4.0,4.277778,20.0,0.118827,0.595,0.486486,0.0,1.0,12.75,37.0,1.0,37.0
zh_native_03984,zh,2.0,3.0,3.214286,10.0,0.229592,0.423077,0.533333,0.0,0.0,5.0,15.0,1.0,15.0
zh_native_03985,zh,8.0,5.0,4.277778,33.0,0.118827,0.462903,0.351351,3.0,0.0,13.75,37.0,1.0,37.0
zh_native_03986,zh,6.0,6.0,4.583333,31.0,0.095486,0.5875,0.469388,5.0,0.0,17.75,49.0,1.0,49.0
zh_native_03987,zh,5.0,4.0,3.259259,18.0,0.120713,0.561364,0.357143,4.0,1.0,11.25,28.0,1.0,28.0
zh_native_03988,zh,4.0,4.0,2.958333,13.0,0.123264,0.325,0.4,0.0,0.0,8.25,25.0,1.0,25.0
zh_native_03989,zh,4.0,6.0,4.307692,30.0,0.110454,0.590909,0.575,0.0,0.0,15.0,40.0,1.0,40.0
zh_native_03990,zh,5.0,4.0,4.583333,31.0,0.127315,0.563793,0.324324,2.0,0.0,12.5,37.0,1.0,37.0
zh_native_03991,zh,3.0,5.0,4.625,28.0,0.144531,0.56,0.272727,0.0,0.0,9.25,33.0,1.0,33.0
zh_native_03992,zh,1.0,2.0,1.875,5.0,0.234375,0.333333,0.111111,0.0,0.0,2.75,9.0,1.0,9.0
zh_native_03993,zh,4.0,4.0,3.6,15.0,0.24,0.416667,0.25,0.0,0.0,4.25,16.0,1.0,16.0
zh_native_03994,zh,2.0,3.0,3.0,13.0,0.1875,0.375,0.294118,0.0,0.0,5.25,17.0,1.0,17.0
zh_native_03995,zh,3.0,4.0,2.5,12.0,0.125,0.366667,0.238095,0.0,0.0,7.25,21.0,1.0,21.0
zh_native_03996,zh,5.0,4.0,4.736842,26.0,0.124654,0.568966,0.384615,0.0,0.0,13.25,39.0,1.0,39.0
zh_native_03997,zh,6.0,5.0,3.485714,29.0,0.099592,0.413793,0.388889,1.0,2.0,13.25,36.0,1.0,36.0
zh_native_03998,zh,7.0,6.0,4.55,37.0,0.11375,0.495714,0.365854,2.0,0.0,14.75,41.0,1.0,41.0
zh_native_03999,zh,8.0,4.0,3.621622,26.0,0.097882,0.553571,0.315789,0.0,0.0,12.0,38.0,1.0,38.0
zh_native_04000,zh,5.0,6.0,4.068966,26.0,0.140309,0.470455,0.333333,0.0,0.0,7.75,30.0,1.0,30.0
zh_native_04001,zh,2.0,3.0,2.285714,8.0,0.163265,0.488462,0.4,3.0,0.0,5.75,15.0,1.0,15.0
zh_native_04002,zh,4.0,4.0,3.925926,17.0,0.145405,0.541667,0.25,2.0,2.0,7.0,28.0,1.0,28.0
zh_native_04003,zh,3.0,6.0,2.956522,16.0,0.128544,0.557143,0.583333,0.0,0.0,9.75,24.0,1.0,24.0
zh_native_04004,zh,2.0,4.0,2.913043,16.0,0.126654,0.557143,0.5,0.0,0.0,9.25,24.0,1.0,24.0
zh_native_04005,zh,3.0,4.0,3.851852,13.0,0.142661,0.580435,0.535714,1.0,1.0,8.25,28.0,1.0,28.0
zh_native_04006,zh,4.0,3.0,3.8,16.0,0.126667,0.692308,0.451613,0.0,2.0,10.25,31.0,1.0,31.0
zh_native_04007,zh,4.0,4.0,3.4,16.0,0.136,0.629545,0.346154,0.0,0.0,8.5,26.0,1.0,26.0
zh_native_04008,zh,5.0,5.0,3.821429,17.0,0.13648,0.61875,0.413793,5.0,2.0,9.0,29.0,1.0,29.0
zh_native_04009,zh,3.0,4.0,2.75,9.0,0.171875,0.4,0.352941,0.0,1.0,5.25,17.0,1.0,17.0
zh_native_04010,zh,4.0,4.0,2.925926,15.0,0.108368,0.543478,0.285714,0.0,1.0,8.0,28.0,1.0,28.0
zh_native_04011,zh,4.0,5.0,4.5,22.0,0.15,0.628571,0.387097,0.0,1.0,10.5,31.0,1.0,31.0
zh_native_04012,zh,5.0,4.0,4.738095,37.0,0.112812,0.591935,0.348837,0.0,4.0,14.75,43.0,1.0,43.0
zh_native_04013,zh,5.0,4.0,3.814815,21.0,0.141289,0.394737,0.321429,0.0,0.0,9.0,28.0,1.0,28.0
zh_native_04014,zh,3.0,4.0,3.130435,12.0,0.136106,0.552632,0.291667,0.0,0.0,7.0,24.0,1.0,24.0
zh_native_04015,zh,2.0,3.0,3.384615,13.0,0.130178,0.4925,0.444444,0.0,1.0,8.75,27.0,1.0,27.0
zh_native_04016,zh,4.0,4.0,3.608696,17.0,0.1569,0.5,0.25,0.0,0.0,7.25,24.0,1.0,24.0
zh_native_04017,zh,2.0,3.0,2.714286,9.0,0.193878,0.730769,0.266667,0.0,0.0,5.5,15.0,1.0,15.0
zh_native_04018,zh,7.0,4.0,4.105263,34.0,0.108033,0.53125,0.384615,1.0,0.0,12.5,39.0,1.0,39.0
zh_native_04019,zh,1.0,3.0,3.173913,16.0,0.137996,0.583333,0.416667,0.0,0.0,7.0,24.0,1.0,24.0
zh_native_04020,zh,1.0,3.0,3.478261,13.0,0.151229,0.428125,0.5,0.0,0.0,7.0,24.0,1.0,24.0
zh_native_04021,zh,7.0,6.0,4.243902,24.0,0.10351,0.44375,0.285714,0.0,0.0,15.0,42.0,1.0,42.0
zh_native_04022,zh,3.0,4.0,3.083333,11.0,0.128472,0.5925,0.44,4.0,0.0,8.5,25.0,1.0,25.0
zh_native_04023,zh,4.0,5.0,4.8,35.0,0.12,0.446774,0.243902,0.0,0.0,12.25,41.0,1.0,41.0
zh_native_04024,zh,4.0,4.0,3.290323,14.0,0.106139,0.43125,0.375,0.0,2.0,8.25,32.0,1.0,32.0
zh_native_04025,zh,3.0,3.0,3.304348,12.0,0.143667,0.5,0.375,0.0,0.0,7.5,24.0,1.0,24.0
zh_native_04026,zh,5.0,5.0,3.580645,29.0,0.115505,0.475,0.34375,0.0,2.0,11.5,32.0,1.0,32.0
zh_native_04027,zh,10.0,5.0,4.77551,41.0,0.097459,0.65,0.28,2.0,1.0,16.75,50.0,1.0,50.0
zh_native_04028,zh,6.0,5.0,4.346154,24.0,0.16716,0.425,0.222222,4.0,1.0,9.0,27.0,1.0,27.0
zh_native_04029,zh,4.0,4.0,3.083333,17.0,0.128472,0.447368,0.36,3.0,1.0,8.75,25.0,1.0,25.0
zh_native_04030,zh,7.0,4.0,3.538462,14.0,0.136095,0.402,0.148148,14.0,0.0,10.25,27.0,1.0,27.0
zh_native_04031,zh,6.0,5.0,5.324324,25.0,0.143901,0.580645,0.394737,2.0,0.0,14.25,38.0,1.0,38.0
zh_native_04032,zh,8.0,7.0,6.142857,46.0,0.125364,0.578205,0.42,3.0,2.0,17.25,50.0,1.0,50.0
zh_native_04033,zh,1.0,3.0,2.444444,10.0,0.135802,0.621429,0.473684,0.0,0.0,7.25,19.0,1.0,19.0
zh_native_04034,zh,7.0,5.0,4.814815,26.0,0.178326,0.454545,0.25,0.0,0.0,7.0,28.0,1.0,28.0
zh_native_04035,zh,5.0,5.0,4.3,19.0,0.215,0.491667,0.238095,0.0,0.0,8.5,21.0,1.0,21.0
zh_native_04036,zh,10.0,5.0,5.35,36.0,0.13375,0.385937,0.317073,6.0,2.0,14.0,41.0,1.0,41.0
zh_native_04037,zh,1.0,3.0,2.333333,5.0,0.259259,0.571429,0.3,0.0,0.0,3.5,10.0,1.0,10.0
zh_native_04038,zh,7.0,3.0,4.724138,21.0,0.162901,0.738095,0.333333,10.0,0.0,8.75,30.0,1.0,30.0
zh_native_04039,zh,5.0,4.0,5.0,19.0,0.16129,0.686538,0.375,7.0,2.0,10.75,32.0,1.0,32.0
zh_native_04040,zh,2.0,3.0,2.529412,7.0,0.148789,0.45,0.5,0.0,0.0,6.5,18.0,1.0,18.0
zh_native_04041,zh,6.0,6.0,4.190476,34.0,0.099773,0.457353,0.232558,0.0,1.0,12.0,43.0,1.0,43.0
zh_native_04042,zh,3.0,5.0,4.058824,24.0,0.119377,0.535714,0.457143,3.0,0.0,9.5,35.0,1.0,35.0
zh_native_04043,zh,3.0,3.0,3.130435,17.0,0.136106,0.526316,0.375,1.0,0.0,7.25,24.0,1.0,24.0
zh_native_04044,zh,2.0,4.0,3.583333,11.0,0.298611,0.555556,0.153846,0.0,0.0,3.75,13.0,1.0,13.0
zh_native_04045,zh,2.0,3.0,2.214286,8.0,0.158163,0.545455,0.2,0.0,0.0,3.75,15.0,1.0,15.0
zh_native_04046,zh,3.0,3.0,2.6,7.0,0.173333,0.653846,0.3125,0.0,0.0,5.5,16.0,1.0,16.0
zh_native_04047,zh,4.0,4.0,3.458333,17.0,0.144097,0.4,0.32,0.0,1.0,7.25,25.0,1.0,25.0
zh_native_04048,zh,4.0,4.0,3.107143,22.0,0.110969,0.380952,0.310345,0.0,0.0,8.75,29.0,1.0,29.0
zh_native_04049,zh,1.0,3.0,2.1,5.0,0.21,0.6875,0.454545,0.0,0.0,3.5,11.0,1.0,11.0
zh_native_04050,zh,7.0,6.0,5.5,27.0,0.171875,0.452083,0.30303,1.0,1.0,12.25,33.0,1.0,33.0
zh_native_04051,zh,2.0,3.0,2.470588,9.0,0.145329,0.333333,0.111111,3.0,0.0,5.0,18.0,1.0,18.0
zh_native_04052,zh,4.0,5.0,5.0,35.0,0.131579,0.495,0.410256,0.0,0.0,12.5,39.0,1.0,39.0
zh_native_04053,zh,6.0,6.0,5.37931,27.0,0.185493,0.493182,0.233333,6.0,0.0,9.75,30.0,1.0,30.0
zh_native_04054,zh,3.0,5.0,3.742857,22.0,0.106939,0.554839,0.361111,0.0,1.0,12.5,36.0,1.0,36.0
zh_native_04055,zh,7.0,4.0,4.511628,33.0,0.104922,0.495833,0.340909,0.0,0.0,15.25,44.0,1.0,44.0
zh_native_04056,zh,8.0,6.0,6.148936,43.0,0.130828,0.655,0.375,6.0,0.0,18.5,48.0,1.0,48.0
zh_native_04057,zh,5.0,6.0,4.846154,24.0,0.186391,0.588095,0.259259,2.0,0.0,9.25,27.0,1.0,27.0
zh_native_04058,zh,11.0,4.0,5.066667,28.0,0.112593,0.691176,0.26087,14.0,0.0,15.5,46.0,1.0,46.0
zh_native_04059,zh,7.0,5.0,3.806452,19.0,0.122789,0.346296,0.28125,3.0,1.0,12.0,32.0,1.0,32.0
zh_native_04060,zh,5.0,4.0,4.529412,18.0,0.133218,0.481481,0.285714,5.0,0.0,11.25,35.0,1.0,35.0
zh_native_04061,zh,7.0,5.0,4.727273,37.0,0.107438,0.672059,0.466667,5.0,2.0,17.25,45.0,1.0,45.0
zh_native_04062,zh,6.0,6.0,6.195652,42.0,0.134688,0.574324,0.468085,7.0,0.0,18.5,47.0,1.0,47.0
zh_native_04063,zh,4.0,4.0,3.481481,13.0,0.128944,0.518182,0.5,4.0,0.0,9.75,28.0,1.0,28.0
zh_native_04064,zh,2.0,4.0,2.333333,11.0,0.155556,0.411538,0.3125,0.0,1.0,5.75,16.0,1.0,16.0
zh_native_04065,zh,5.0,4.0,3.72973,25.0,0.100804,0.61087,0.342105,5.0,0.0,11.25,38.0,1.0,38.0
zh_native_04066,zh,10.0,8.0,4.423077,51.0,0.085059,0.389744,0.283019,7.0,2.0,15.75,53.0,1.0,53.0
zh_native_04067,zh,4.0,4.0,4.114286,27.0,0.117551,0.530357,0.472222,0.0,1.0,12.5,36.0,1.0,36.0
zh_native_04068,zh,5.0,4.0,3.333333,18.0,0.123457,0.276087,0.25,0.0,0.0,8.0,28.0,1.0,28.0
zh_native_04069,zh,11.0,6.0,5.270833,47.0,0.109809,0.44625,0.22449,0.0,0.0,17.0,49.0,1.0,49.0
zh_native_04070,zh,2.0,4.0,3.380952,15.0,0.160998,0.570588,0.318182,0.0,0.0,7.25,22.0,1.0,22.0
zh_native_04071,zh,2.0,5.0,3.481481,19.0,0.128944,0.61,0.357143,0.0,0.0,10.25,28.0,1.0,28.0
zh_native_04072,zh,3.0,5.0,4.0,18.0,0.210526,0.428125,0.15,0.0,1.0,7.25,20.0,1.0,20.0
zh_native_04073,zh,11.0,4.0,5.309091,45.0,0.096529,0.473256,0.267857,2.0,0.0,16.75,56.0,1.0,56.0
zh_native_04074,zh,5.0,5.0,4.72973,26.0,0.127831,0.476786,0.421053,2.0,5.0,12.75,38.0,1.0,38.0
zh_native_04075,zh,4.0,5.0,3.875,19.0,0.161458,0.518421,0.36,0.0,2.0,8.25,25.0,1.0,25.0
zh_native_04076,zh,4.0,5.0,4.0,18.0,0.137931,0.596,0.366667,0.0,0.0,11.5,30.0,1.0,30.0
zh_native_04077,zh,3.0,5.0,4.086957,20.0,0.177694,0.584375,0.333333,5.0,0.0,8.0,24.0,1.0,24.0
zh_native_04078,zh,4.0,4.0,3.875,13.0,0.161458,0.652381,0.4,5.0,1.0,9.0,25.0,1.0,25.0
zh_native_04079,zh,10.0,5.0,5.270833,46.0,0.109809,0.539744,0.28,4.0,2.0,17.25,50.0,2.0,25.0
zh_native_04080,zh,2.0,4.0,2.45,7.0,0.1225,0.491176,0.238095,2.0,0.0,6.5,21.0,1.0,21.0
zh_native_04081,zh,7.0,5.0,3.548387,20.0,0.114464,0.52,0.375,6.0,1.0,11.0,32.0,1.0,32.0
zh_native_04082,zh,9.0,4.0,5.619048,20.0,0.267574,0.71875,0.227273,10.0,0.0,7.25,22.0,1.0,22.0
zh_native_04083,zh,3.0,5.0,4.0,25.0,0.108108,0.714286,0.473684,1.0,0.0,12.75,38.0,1.0,38.0
zh_native_04084,zh,2.0,4.0,3.142857,12.0,0.14966,0.625,0.545455,0.0,0.0,7.75,22.0,1.0,22.0
zh_native_04085,zh,2.0,4.0,3.636364,19.0,0.165289,0.5675,0.434783,0.0,0.0,8.25,23.0,1.0,23.0
zh_native_04086,zh,7.0,5.0,6.105263,36.0,0.160665,0.576923,0.25641,0.0,1.0,10.75,39.0,1.0,39.0
zh_native_04087,zh,5.0,4.0,3.806452,21.0,0.122789,0.704545,0.34375,0.0,0.0,8.75,32.0,1.0,32.0
zh_native_04088,zh,7.0,5.0,4.30303,25.0,0.130395,0.609615,0.323529,5.0,1.0,12.0,34.0,1.0,34.0
zh_native_04089,zh,5.0,5.0,3.677419,22.0,0.118626,0.520833,0.375,0.0,0.0,9.75,32.0,1.0,32.0
zh_native_04090,zh,6.0,5.0,3.885714,31.0,0.11102,0.38,0.305556,0.0,0.0,9.75,36.0,1.0,36.0
zh_native_04091,zh,2.0,3.0,2.5,9.0,0.125,0.490625,0.380952,0.0,0.0,6.25,21.0,1.0,21.0
zh_native_04092,zh,1.0,4.0,3.72,16.0,0.1488,0.619048,0.461538,0.0,0.0,7.75,26.0,1.0,26.0
zh_native_04093,zh,5.0,4.0,3.259259,20.0,0.120713,0.44,0.321429,0.0,0.0,8.75,28.0,1.0,28.0
zh_native_04094,zh,3.0,4.0,3.230769,10.0,0.248521,0.5,0.285714,0.0,0.0,4.0,14.0,1.0,14.0
zh_native_04095,zh,3.0,4.0,3.142857,10.0,0.22449,0.538462,0.333333,0.0,0.0,4.0,15.0,1.0,15.0
zh_native_04096,zh,2.0,4.0,2.75,7.0,0.229167,0.4,0.307692,0.0,0.0,3.75,13.0,1.0,13.0
zh_native_04097,zh,1.0,5.0,1.857143,6.0,0.265306,0.5,0.25,0.0,0.0,2.5,8.0,1.0,8.0
zh_native_04098,zh,6.0,5.0,3.84,18.0,0.1536,0.722222,0.346154,4.0,0.0,8.5,26.0,1.0,26.0
zh_native_04099,zh,1.0,3.0,2.714286,12.0,0.193878,0.884615,0.466667,0.0,0.0,6.5,15.0,1.0,15.0
zh_native_04100,zh,4.0,4.0,3.789474,16.0,0.199446,0.6875,0.35,4.0,0.0,6.25,20.0,1.0,20.0
zh_native_04101,zh,4.0,5.0,3.647059,16.0,0.214533,0.29,0.277778,3.0,0.0,6.25,18.0,1.0,18.0
zh_native_04102,zh,2.0,4.0,3.0,16.0,0.176471,0.5125,0.444444,0.0,0.0,7.0,18.0,1.0,18.0
zh_native_04103,zh,1.0,5.0,2.315789,11.0,0.121884,0.646875,0.5,0.0,0.0,7.5,20.0,1.0,20.0
zh_native_04104,zh,3.0,4.0,2.0,7.0,0.166667,0.6,0.307692,0.0,0.0,5.75,13.0,1.0,13.0
zh_native_04105,zh,2.0,3.0,2.444444,12.0,0.135802,0.565385,0.473684,0.0,0.0,6.5,19.0,1.0,19.0
zh_native_04106,zh,3.0,3.0,3.375,11.0,0.210938,0.307692,0.294118,3.0,0.0,6.0,17.0,1.0,17.0
zh_native_04107,zh,4.0,4.0,3.882353,19.0,0.114187,0.557692,0.342857,0.0,0.0,12.5,35.0,1.0,35.0
zh_native_04108,zh,3.0,4.0,3.347826,12.0,0.145558,0.597368,0.5,0.0,1.0,9.0,24.0,1.0,24.0
zh_native_04109,zh,4.0,4.0,4.354839,24.0,0.140479,0.535417,0.5,4.0,1.0,10.5,32.0,1.0,32.0
zh_native_04110,zh,3.0,4.0,3.678571,16.0,0.131378,0.469231,0.413793,3.0,1.0,11.0,29.0,1.0,29.0
zh_native_04111,zh,3.0,5.0,2.925926,15.0,0.108368,0.55,0.428571,0.0,0.0,9.25,28.0,1.0,28.0
zh_native_04112,zh,6.0,5.0,4.631579,20.0,0.121884,0.51129,0.435897,0.0,0.0,14.25,39.0,1.0,39.0
zh_native_04113,zh,5.0,8.0,3.536585,30.0,0.086258,0.722727,0.428571,2.0,0.0,16.0,42.0,1.0,42.0
zh_native_04114,zh,5.0,4.0,4.08,23.0,0.1632,0.675,0.384615,2.0,0.0,9.75,26.0,1.0,26.0
zh_native_04115,zh,6.0,6.0,3.310345,13.0,0.11415,0.6,0.266667,5.0,1.0,10.75,30.0,1.0,30.0
zh_native_04116,zh,6.0,5.0,5.3,26.0,0.1325,0.496875,0.390244,2.0,0.0,14.0,41.0,1.0,41.0
zh_native_04117,zh,8.0,6.0,5.027027,29.0,0.135866,0.594444,0.342105,9.0,0.0,13.0,38.0,1.0,38.0
zh_native_04118,zh,8.0,4.0,4.714286,37.0,0.112245,0.567143,0.395349,1.0,0.0,16.25,43.0,1.0,43.0
zh_native_04119,zh,4.0,5.0,3.961538,18.0,0.152367,0.543478,0.296296,0.0,0.0,7.75,27.0,1.0,27.0
zh_native_04120,zh,2.0,3.0,1.8,4.0,0.18,0.375,0.090909,0.0,1.0,3.0,11.0,1.0,11.0
zh_native_04121,zh,5.0,4.0,3.636364,20.0,0.110193,0.49375,0.323529,2.0,1.0,9.0,34.0,1.0,34.0
zh_native_04122,zh,3.0,5.0,4.0,16.0,0.181818,0.529412,0.391304,0.0,0.0,8.0,23.0,1.0,23.0
zh_native_04123,zh,3.0,4.0,3.555556,12.0,0.197531,0.623333,0.210526,2.0,0.0,6.75,19.0,1.0,19.0
zh_native_04124,zh,9.0,6.0,4.277778,33.0,0.118827,0.401852,0.243243,0.0,0.0,10.75,37.0,1.0,37.0
zh_native_04125,zh,3.0,4.0,4.0,16.0,0.153846,0.486957,0.333333,4.0,0.0,8.75,27.0,1.0,27.0
zh_native_04126,zh,3.0,5.0,5.136364,20.0,0.233471,0.544737,0.347826,0.0,0.0,6.5,23.0,1.0,23.0
zh_native_04127,zh,3.0,4.0,2.733333,13.0,0.182222,0.411538,0.3125,0.0,0.0,3.75,16.0,1.0,16.0
zh_native_04128,zh,4.0,5.0,4.590909,22.0,0.208678,0.492105,0.434783,3.0,2.0,7.75,23.0,1.0,23.0
zh_native_04129,zh,2.0,5.0,3.35,16.0,0.1675,0.4375,0.333333,0.0,0.0,7.0,21.0,1.0,21.0
zh_native_04130,zh,2.0,2.0,2.733333,12.0,0.182222,0.538462,0.3125,0.0,2.0,4.5,16.0,1.0,16.0
zh_native_04131,zh,4.0,5.0,4.37037,19.0,0.161866,0.456818,0.357143,0.0,0.0,7.5,28.0,1.0,28.0
zh_native_04132,zh,4.0,5.0,4.043478,17.0,0.175803,0.5,0.458333,0.0,0.0,8.75,24.0,1.0,24.0
zh_native_04133,zh,3.0,4.0,4.05,16.0,0.2025,0.547222,0.47619,3.0,0.0,8.25,21.0,1.0,21.0
zh_native_04134,zh,5.0,4.0,2.375,8.0,0.148438,0.428571,0.294118,0.0,0.0,6.5,17.0,1.0,17.0
zh_native_04135,zh,5.0,6.0,3.84,24.0,0.1536,0.428571,0.307692,0.0,0.0,7.75,26.0,1.0,26.0
zh_native_04136,zh,4.0,6.0,3.055556,13.0,0.169753,0.39,0.157895,0.0,0.0,5.5,19.0,1.0,19.0
zh_native_04137,zh,2.0,3.0,3.176471,10.0,0.186851,0.514286,0.5,0.0,0.0,6.0,18.0,1.0,18.0
zh_native_04138,zh,5.0,5.0,3.3,15.0,0.165,0.583333,0.238095,0.0,1.0,6.75,21.0,1.0,21.0
zh_native_04139,zh,3.0,3.0,3.84,19.0,0.1536,0.5675,0.384615,0.0,0.0,7.25,26.0,1.0,26.0
zh_native_04140,zh,3.0,4.0,3.6,17.0,0.18,0.432353,0.333333,0.0,1.0,7.25,21.0,1.0,21.0
zh_native_04141,zh,2.0,3.0,2.25,6.0,0.1875,0.45,0.153846,1.0,0.0,4.25,13.0,1.0,13.0
zh_native_04142,zh,3.0,5.0,4.0,27.0,0.1,0.548387,0.365854,0.0,0.0,11.5,41.0,1.0,41.0
zh_native_04143,zh,4.0,4.0,4.72,21.0,0.1888,0.333333,0.384615,1.0,0.0,9.25,26.0,1.0,26.0
zh_native_04144,zh,6.0,3.0,4.37037,23.0,0.161866,0.3175,0.25,0.0,0.0,9.25,28.0,1.0,28.0
zh_native_04145,zh,2.0,4.0,2.153846,6.0,0.16568,0.55,0.071429,0.0,0.0,3.75,14.0,1.0,14.0
zh_native_04146,zh,3.0,4.0,4.12,14.0,0.1648,0.658333,0.384615,0.0,0.0,8.75,26.0,1.0,26.0
zh_native_04147,zh,3.0,5.0,5.3125,16.0,0.332031,0.310714,0.235294,0.0,0.0,6.25,17.0,1.0,17.0
zh_native_04148,zh,4.0,4.0,3.764706,16.0,0.221453,0.375,0.222222,0.0,1.0,5.5,18.0,1.0,18.0
zh_native_04149,zh,8.0,5.0,4.741935,29.0,0.152966,0.407407,0.25,3.0,1.0,12.0,32.0,1.0,32.0
zh_native_04150,zh,2.0,4.0,2.5,11.0,0.125,0.55,0.428571,0.0,0.0,5.5,21.0,1.0,21.0
zh_native_04151,zh,3.0,4.0,3.466667,11.0,0.231111,0.307692,0.25,0.0,0.0,4.75,16.0,1.0,16.0
zh_native_04152,zh,3.0,4.0,2.526316,13.0,0.132964,0.566667,0.25,0.0,0.0,4.75,20.0,1.0,20.0
zh_native_04153,zh,4.0,3.0,2.96,11.0,0.1184,0.456522,0.269231,0.0,0.0,7.5,26.0,1.0,26.0
zh_native_04154,zh,4.0,4.0,3.142857,11.0,0.14966,0.5,0.363636,0.0,0.0,7.0,22.0,1.0,22.0
zh_native_04155,zh,2.0,3.0,2.777778,9.0,0.154321,0.607143,0.263158,0.0,0.0,4.75,19.0,1.0,19.0
zh_native_04156,zh,4.0,3.0,2.96,11.0,0.1184,0.456522,0.269231,0.0,0.0,7.5,26.0,1.0,26.0
zh_native_04157,zh,3.0,4.0,3.285714,11.0,0.156463,0.5,0.318182,0.0,0.0,7.0,22.0,1.0,22.0
