id,language,clause_count,dependency_depth,mean_dependency_distance,max_dependency_distance,normalized_dependency_distance,nominalization_ratio,modifier_density,coordination_count,passive_count,sentence_compression_ratio,token_count,sentence_count,avg_sentence_length
en_native_03942,en,2.0,5.0,4.615385,25.0,0.177515,0.597222,0.666667,0.0,0.0,3.428571,27.0,1.0,27.0
en_native_03943,en,8.0,6.0,4.766667,27.0,0.158889,0.636842,0.225806,9.0,0.0,3.857143,31.0,1.0,31.0
en_native_03944,en,3.0,4.0,4.074074,25.0,0.150892,0.668421,0.571429,6.0,0.0,3.714286,28.0,1.0,28.0
en_native_03945,en,2.0,3.0,3.0,8.0,0.272727,0.45,0.25,0.0,0.0,1.142857,12.0,1.0,12.0
en_native_03946,en,2.0,3.0,3.941176,9.0,0.231834,0.6,0.333333,0.0,0.0,1.714286,18.0,1.0,18.0
en_native_03947,en,4.0,4.0,3.117647,15.0,0.183391,0.672222,0.388889,5.0,0.0,2.0,18.0,1.0,18.0
en_native_03948,en,2.0,5.0,3.954545,18.0,0.179752,0.866667,0.608696,3.0,0.0,3.142857,23.0,1.0,23.0
en_native_03949,en,2.0,3.0,3.166667,16.0,0.131944,0.758333,0.56,0.0,0.0,3.285714,25.0,1.0,25.0
en_native_03950,en,6.0,7.0,3.666667,31.0,0.101852,0.421739,0.540541,9.0,0.0,4.714286,37.0,1.0,37.0
en_native_03951,en,3.0,6.0,3.086957,19.0,0.134216,0.603333,0.625,0.0,1.0,2.857143,24.0,1.0,24.0
en_native_03952,en,2.0,8.0,3.891892,23.0,0.105186,0.607143,0.684211,0.0,0.0,5.142857,38.0,1.0,38.0
en_native_03953,en,7.0,6.0,3.483871,29.0,0.112383,0.466667,0.375,13.0,0.0,4.0,32.0,1.0,32.0
en_native_03954,en,5.0,7.0,3.341463,37.0,0.081499,0.493478,0.428571,1.0,0.0,5.0,42.0,1.0,42.0
en_native_03955,en,4.0,5.0,3.096774,15.0,0.099896,0.626667,0.4375,6.0,1.0,4.142857,32.0,1.0,32.0
en_native_03956,en,4.0,4.0,3.558824,14.0,0.104671,0.615789,0.527778,3.0,0.0,4.571429,36.0,2.0,18.0
en_native_03957,en,2.0,5.0,3.846154,17.0,0.147929,0.626667,0.666667,0.0,1.0,3.571429,27.0,1.0,27.0
en_native_03958,en,4.0,8.0,3.557692,39.0,0.068417,0.655556,0.622642,3.0,1.0,6.714286,53.0,1.0,53.0
en_native_03959,en,2.0,6.0,3.423077,25.0,0.131657,0.521875,0.592593,0.0,3.0,3.714286,27.0,1.0,27.0
en_native_03960,en,4.0,5.0,3.535714,25.0,0.126276,0.584375,0.482759,3.0,0.0,3.428571,29.0,1.0,29.0
en_native_03961,en,4.0,5.0,4.947368,27.0,0.130194,0.55,0.487179,0.0,0.0,5.142857,39.0,1.0,39.0
en_native_03962,en,3.0,6.0,3.333333,30.0,0.079365,0.488462,0.627907,0.0,0.0,5.285714,43.0,1.0,43.0
en_native_03963,en,3.0,4.0,4.32,25.0,0.1728,0.4,0.538462,0.0,0.0,3.428571,26.0,1.0,26.0
en_native_03964,en,6.0,6.0,5.232558,42.0,0.121687,0.57381,0.5,2.0,0.0,5.285714,44.0,1.0,44.0
en_native_03965,en,5.0,5.0,5.037037,23.0,0.186557,0.528571,0.428571,3.0,0.0,3.714286,28.0,1.0,28.0
en_native_03966,en,4.0,4.0,2.8125,13.0,0.175781,0.8,0.235294,0.0,0.0,2.0,17.0,1.0,17.0
en_native_03967,en,6.0,7.0,3.75,20.0,0.133929,0.69375,0.344828,7.0,0.0,3.285714,29.0,1.0,29.0
en_native_03968,en,2.0,3.0,3.0,9.0,0.214286,1.15,0.533333,3.0,0.0,1.857143,15.0,1.0,15.0
en_native_03969,en,2.0,3.0,2.214286,7.0,0.158163,0.671429,0.266667,0.0,0.0,1.857143,15.0,1.0,15.0
en_native_03970,en,2.0,5.0,3.173913,20.0,0.137996,0.88,0.5,3.0,0.0,3.142857,24.0,1.0,24.0
en_native_03971,en,2.0,4.0,3.242424,14.0,0.098255,0.771875,0.588235,0.0,0.0,4.142857,34.0,1.0,34.0
en_native_03972,en,5.0,7.0,3.675,35.0,0.091875,0.590909,0.487805,3.0,3.0,5.571429,41.0,1.0,41.0
en_native_03973,en,3.0,8.0,3.459459,35.0,0.093499,0.45,0.473684,0.0,0.0,5.0,38.0,1.0,38.0
en_native_03974,en,4.0,6.0,3.377778,27.0,0.075062,0.685417,0.5,0.0,1.0,6.142857,46.0,1.0,46.0
en_native_03975,en,3.0,9.0,3.275,36.0,0.081875,0.592308,0.585366,0.0,1.0,5.428571,41.0,1.0,41.0
en_native_03976,en,6.0,6.0,4.068966,22.0,0.140309,0.483333,0.3,3.0,0.0,3.428571,30.0,1.0,30.0
en_native_03977,en,2.0,3.0,3.148148,14.0,0.116598,0.511765,0.571429,0.0,3.0,3.428571,28.0,1.0,28.0
en_native_03978,en,1.0,6.0,3.840909,23.0,0.087293,0.748077,0.711111,0.0,1.0,5.0,45.0,1.0,45.0
en_native_03979,en,4.0,7.0,3.27027,20.0,0.088386,0.510526,0.394737,3.0,0.0,4.857143,38.0,1.0,38.0
en_native_03980,en,3.0,4.0,2.947368,13.0,0.155125,0.461538,0.5,3.0,0.0,2.571429,20.0,1.0,20.0
en_native_03981,en,4.0,4.0,3.190476,16.0,0.151927,0.461538,0.363636,5.0,0.0,2.857143,22.0,1.0,22.0
en_native_03982,en,4.0,6.0,3.633333,28.0,0.121111,0.54375,0.516129,2.0,0.0,4.142857,31.0,1.0,31.0
en_native_03983,en,1.0,4.0,2.642857,8.0,0.188776,0.4625,0.466667,0.0,0.0,2.0,15.0,1.0,15.0
en_native_03984,en,4.0,3.0,2.5,11.0,0.178571,0.633333,0.375,4.0,1.0,2.0,16.0,2.0,8.0
en_native_03985,en,4.0,4.0,3.428571,19.0,0.163265,0.538462,0.363636,2.0,0.0,2.857143,22.0,1.0,22.0
en_native_03986,en,3.0,4.0,3.0,15.0,0.166667,0.475,0.473684,0.0,0.0,2.428571,19.0,1.0,19.0
en_native_03987,en,4.0,7.0,3.423077,24.0,0.131657,0.552941,0.481481,6.0,0.0,3.285714,27.0,1.0,27.0
en_native_03988,en,3.0,4.0,2.363636,9.0,0.214876,0.5,0.166667,0.0,3.0,1.571429,12.0,1.0,12.0
en_native_03989,en,3.0,8.0,3.447368,23.0,0.09072,0.604762,0.564103,0.0,3.0,4.428571,39.0,1.0,39.0
en_native_03990,en,4.0,6.0,4.653061,47.0,0.09496,0.489286,0.56,3.0,0.0,6.142857,50.0,1.0,50.0
en_native_03991,en,2.0,4.0,3.45,10.0,0.1725,0.66875,0.571429,0.0,0.0,2.428571,21.0,1.0,21.0
en_native_03992,en,4.0,5.0,2.785714,13.0,0.09949,0.491176,0.645161,0.0,0.0,3.714286,31.0,3.0,10.333333
en_native_03993,en,5.0,10.0,3.708333,43.0,0.077257,0.659677,0.489796,0.0,0.0,6.571429,49.0,1.0,49.0
en_native_03994,en,8.0,10.0,4.0,53.0,0.068966,0.6625,0.491525,4.0,4.0,7.142857,59.0,1.0,59.0
en_native_03995,en,5.0,6.0,4.361702,24.0,0.092802,0.671154,0.4375,0.0,0.0,5.714286,48.0,1.0,48.0
en_native_03996,en,4.0,6.0,3.047619,13.0,0.072562,0.818519,0.659091,3.0,1.0,5.285714,44.0,2.0,22.0
en_native_03997,en,5.0,6.0,4.086207,40.0,0.070452,0.576389,0.559322,3.0,1.0,7.571429,59.0,1.0,59.0
en_native_03998,en,4.0,8.0,3.710526,37.0,0.097645,0.615789,0.512821,0.0,0.0,4.571429,39.0,1.0,39.0
en_native_03999,en,7.0,7.0,3.673913,44.0,0.079868,0.632143,0.510638,3.0,1.0,6.142857,47.0,1.0,47.0
en_native_04000,en,3.0,5.0,3.9375,15.0,0.246094,0.609091,0.352941,0.0,0.0,1.428571,17.0,1.0,17.0
en_native_04001,en,10.0,5.0,3.403846,20.0,0.065459,0.69,0.5,13.0,0.0,6.571429,54.0,2.0,27.0
en_native_04002,en,4.0,7.0,3.363636,20.0,0.152893,0.742857,0.521739,6.0,2.0,3.0,23.0,1.0,23.0
en_native_04003,en,3.0,4.0,2.944444,12.0,0.16358,0.675,0.578947,0.0,0.0,1.857143,19.0,1.0,19.0
en_native_04004,en,3.0,4.0,4.772727,19.0,0.216942,0.596154,0.521739,3.0,1.0,2.714286,23.0,1.0,23.0
en_native_04005,en,6.0,5.0,4.714286,30.0,0.09621,0.632143,0.5,6.0,0.0,6.142857,50.0,1.0,50.0
en_native_04006,en,10.0,13.0,3.95082,56.0,0.064768,0.814286,0.403226,12.0,0.0,6.571429,62.0,1.0,62.0
en_native_04007,en,2.0,4.0,3.419355,21.0,0.110302,0.466667,0.5625,0.0,4.0,3.571429,32.0,1.0,32.0
en_native_04008,en,3.0,4.0,3.875,28.0,0.121094,0.557143,0.606061,3.0,0.0,4.428571,33.0,1.0,33.0
en_native_04009,en,1.0,4.0,2.266667,9.0,0.151111,0.4,0.75,0.0,0.0,2.142857,16.0,1.0,16.0
en_native_04010,en,4.0,5.0,3.130435,20.0,0.136106,0.65,0.5,3.0,0.0,3.285714,24.0,1.0,24.0
en_native_04011,en,2.0,5.0,3.25,17.0,0.1625,0.67,0.761905,0.0,1.0,2.857143,21.0,1.0,21.0
en_native_04012,en,3.0,6.0,2.76,9.0,0.1104,0.491176,0.653846,0.0,3.0,3.571429,26.0,1.0,26.0
en_native_04013,en,2.0,3.0,3.578947,11.0,0.188366,0.5,0.5,0.0,0.0,2.142857,20.0,1.0,20.0
en_native_04014,en,1.0,5.0,3.5625,24.0,0.111328,0.705556,0.575758,0.0,0.0,3.714286,33.0,1.0,33.0
en_native_04015,en,3.0,6.0,2.619048,9.0,0.124717,0.272727,0.227273,3.0,0.0,2.714286,22.0,1.0,22.0
en_native_04016,en,3.0,6.0,4.107143,26.0,0.146684,0.35,0.448276,0.0,0.0,3.285714,29.0,1.0,29.0
en_native_04017,en,3.0,5.0,3.521739,21.0,0.153119,0.41875,0.458333,2.0,1.0,2.571429,24.0,1.0,24.0
en_native_04018,en,1.0,3.0,2.444444,5.0,0.271605,0.725,0.5,0.0,0.0,1.285714,10.0,1.0,10.0
en_native_04019,en,2.0,3.0,2.882353,13.0,0.16955,0.7,0.388889,0.0,6.0,2.0,18.0,1.0,18.0
en_native_04020,en,3.0,4.0,3.066667,14.0,0.204444,0.272727,0.375,0.0,0.0,1.857143,16.0,1.0,16.0
en_native_04021,en,6.0,8.0,3.863636,43.0,0.08781,0.565385,0.533333,6.0,3.0,5.714286,45.0,1.0,45.0
en_native_04022,en,7.0,8.0,4.051282,36.0,0.103879,0.78,0.325,6.0,0.0,5.0,40.0,1.0,40.0
en_native_04023,en,4.0,6.0,3.829268,19.0,0.093397,0.45,0.547619,7.0,1.0,4.571429,42.0,1.0,42.0
en_native_04024,en,2.0,3.0,3.619048,17.0,0.172336,0.642308,0.454545,0.0,0.0,2.428571,22.0,1.0,22.0
en_native_04025,en,6.0,7.0,3.804878,39.0,0.092802,0.713793,0.47619,4.0,1.0,5.428571,42.0,1.0,42.0
en_native_04026,en,7.0,5.0,3.529412,26.0,0.103806,0.5,0.371429,3.0,2.0,4.428571,35.0,1.0,35.0
en_native_04027,en,2.0,5.0,2.9,8.0,0.145,0.5875,0.52381,0.0,0.0,2.571429,21.0,1.0,21.0
en_native_04028,en,2.0,5.0,3.653846,24.0,0.140533,0.596429,0.62963,0.0,0.0,3.428571,27.0,1.0,27.0
en_native_04029,en,3.0,4.0,3.458333,15.0,0.144097,0.411538,0.36,0.0,0.0,3.142857,25.0,1.0,25.0
en_native_04030,en,1.0,3.0,2.7,12.0,0.135,0.6,0.571429,0.0,0.0,2.428571,21.0,1.0,21.0
en_native_04031,en,2.0,7.0,3.913043,22.0,0.170132,0.913636,0.5,3.0,3.0,3.0,24.0,1.0,24.0
en_native_04032,en,1.0,4.0,3.3,10.0,0.165,0.966667,0.52381,0.0,0.0,2.571429,21.0,1.0,21.0
en_native_04033,en,1.0,3.0,3.2,9.0,0.213333,0.744444,0.5,0.0,0.0,2.0,16.0,1.0,16.0
en_native_04034,en,3.0,7.0,3.666667,30.0,0.122222,0.556667,0.451613,0.0,1.0,3.714286,31.0,1.0,31.0
en_native_04035,en,3.0,5.0,3.366667,15.0,0.112222,0.584375,0.483871,3.0,0.0,3.0,31.0,1.0,31.0
en_native_04036,en,5.0,5.0,3.871795,31.0,0.099277,0.397619,0.375,3.0,0.0,3.714286,40.0,1.0,40.0
en_native_04037,en,5.0,7.0,3.448276,26.0,0.118906,0.625,0.5,0.0,2.0,3.857143,30.0,1.0,30.0
en_native_04038,en,9.0,8.0,4.116667,56.0,0.068611,0.452941,0.540984,16.0,0.0,6.571429,61.0,1.0,61.0
en_native_04039,en,3.0,5.0,3.133333,24.0,0.104444,0.511765,0.612903,0.0,0.0,3.714286,31.0,1.0,31.0
en_native_04040,en,4.0,8.0,3.5,29.0,0.116667,0.38,0.419355,3.0,0.0,3.714286,31.0,1.0,31.0
en_native_04041,en,1.0,5.0,3.307692,15.0,0.127219,0.773077,0.777778,0.0,0.0,3.571429,27.0,1.0,27.0
en_native_04042,en,2.0,8.0,3.354839,27.0,0.108221,0.536667,0.53125,3.0,0.0,4.0,32.0,1.0,32.0
en_native_04043,en,3.0,5.0,3.516129,18.0,0.113424,0.72,0.5,0.0,0.0,3.285714,32.0,1.0,32.0
en_native_04044,en,7.0,6.0,3.540541,17.0,0.09569,0.7225,0.447368,6.0,0.0,5.142857,38.0,1.0,38.0
en_native_04045,en,7.0,7.0,4.162162,28.0,0.112491,0.742105,0.342105,8.0,0.0,3.857143,38.0,1.0,38.0
en_native_04046,en,2.0,4.0,3.791667,21.0,0.157986,0.58,0.64,0.0,0.0,3.285714,25.0,1.0,25.0
en_native_04047,en,5.0,6.0,3.709677,28.0,0.119667,0.472727,0.625,3.0,0.0,3.571429,32.0,1.0,32.0
en_native_04048,en,3.0,5.0,3.766667,29.0,0.125556,0.671875,0.677419,3.0,2.0,4.142857,31.0,1.0,31.0
en_native_04049,en,2.0,4.0,3.586207,26.0,0.123662,0.556667,0.7,3.0,0.0,3.857143,30.0,1.0,30.0
en_native_04050,en,2.0,7.0,3.407407,24.0,0.1262,0.65,0.464286,0.0,0.0,3.142857,28.0,1.0,28.0
en_native_04051,en,6.0,6.0,3.09375,27.0,0.09668,0.7125,0.363636,7.0,0.0,4.142857,33.0,1.0,33.0
en_native_04052,en,4.0,5.0,3.0,13.0,0.214286,0.571429,0.133333,6.0,0.0,1.857143,15.0,1.0,15.0
en_native_04053,en,9.0,5.0,4.348485,33.0,0.065886,0.642857,0.441176,7.0,0.0,8.285714,68.0,2.0,34.0
en_native_04054,en,6.0,5.0,3.519231,24.0,0.067678,0.703448,0.555556,3.0,0.0,6.0,54.0,2.0,27.0
en_native_04055,en,5.0,6.0,3.475,29.0,0.086875,0.363636,0.536585,6.0,3.0,5.571429,41.0,1.0,41.0
en_native_04056,en,3.0,5.0,4.0,25.0,0.153846,0.670833,0.518519,3.0,0.0,3.571429,27.0,1.0,27.0
en_native_04057,en,3.0,5.0,3.916667,20.0,0.163194,0.427273,0.52,0.0,0.0,3.142857,25.0,1.0,25.0
en_native_04058,en,9.0,8.0,3.7,46.0,0.074,0.568182,0.392157,6.0,0.0,6.571429,51.0,1.0,51.0
en_native_04059,en,4.0,6.0,3.615385,26.0,0.092702,0.623913,0.45,0.0,0.0,4.571429,40.0,1.0,40.0
en_native_04060,en,6.0,7.0,3.565217,42.0,0.077505,0.541304,0.574468,6.0,7.0,6.142857,47.0,1.0,47.0
en_native_04061,en,2.0,3.0,3.153846,10.0,0.242604,0.5875,0.428571,0.0,0.0,1.857143,14.0,1.0,14.0
en_native_04062,en,4.0,5.0,4.0,35.0,0.097561,0.384615,0.547619,3.0,2.0,5.428571,42.0,1.0,42.0
en_native_04063,en,3.0,5.0,4.060606,30.0,0.123049,0.668421,0.529412,6.0,0.0,4.571429,34.0,1.0,34.0
en_native_04064,en,3.0,9.0,4.767442,38.0,0.110871,0.668421,0.613636,3.0,0.0,5.714286,44.0,1.0,44.0
en_native_04065,en,4.0,6.0,3.742857,20.0,0.106939,0.766667,0.5,0.0,0.0,4.428571,36.0,1.0,36.0
en_native_04066,en,5.0,6.0,4.078947,36.0,0.107341,0.681818,0.589744,6.0,6.0,5.428571,39.0,1.0,39.0
en_native_04067,en,3.0,4.0,2.451613,12.0,0.079084,0.666667,0.575758,0.0,0.0,4.285714,33.0,2.0,16.5
en_native_04068,en,10.0,8.0,3.91358,67.0,0.048316,0.528,0.409639,3.0,1.0,8.571429,83.0,2.0,41.5
en_native_04069,en,10.0,8.0,3.746479,60.0,0.052767,0.646667,0.5,7.0,0.0,9.142857,72.0,1.0,72.0
en_native_04070,en,7.0,6.0,3.272727,27.0,0.099174,0.928571,0.457143,7.0,0.0,4.142857,35.0,2.0,17.5
en_native_04071,en,5.0,6.0,4.702703,36.0,0.1271,0.478261,0.552632,3.0,1.0,4.714286,38.0,1.0,38.0
en_native_04072,en,2.0,4.0,3.578947,11.0,0.188366,0.5,0.35,0.0,0.0,2.142857,20.0,1.0,20.0
en_native_04073,en,5.0,5.0,3.818182,16.0,0.115702,0.581579,0.441176,0.0,0.0,3.857143,34.0,1.0,34.0
en_native_04074,en,2.0,3.0,3.133333,11.0,0.208889,0.416667,0.4375,0.0,0.0,1.857143,16.0,1.0,16.0
en_native_04075,en,8.0,9.0,4.014925,40.0,0.059924,0.645455,0.544118,7.0,1.0,7.571429,68.0,1.0,68.0
en_native_04076,en,4.0,7.0,3.818182,30.0,0.115702,0.4375,0.558824,0.0,4.0,4.0,34.0,1.0,34.0
en_native_04077,en,1.0,3.0,2.6875,10.0,0.167969,0.625,0.588235,0.0,3.0,2.142857,17.0,1.0,17.0
en_native_04078,en,4.0,6.0,4.555556,35.0,0.126543,0.638636,0.567568,0.0,1.0,4.428571,37.0,1.0,37.0
en_native_04079,en,2.0,3.0,2.764706,9.0,0.16263,0.395455,0.5,0.0,3.0,2.0,18.0,1.0,18.0
en_native_04080,en,10.0,4.0,2.785714,14.0,0.049745,0.701136,0.389831,0.0,0.0,6.428571,59.0,3.0,19.666667
en_native_04081,en,10.0,8.0,4.0,70.0,0.057143,0.6625,0.43662,12.0,0.0,7.857143,71.0,1.0,71.0
en_native_04082,en,5.0,6.0,3.808511,47.0,0.081032,0.691935,0.5625,0.0,0.0,5.285714,48.0,1.0,48.0
en_native_04083,en,8.0,7.0,3.648148,52.0,0.067558,0.436111,0.381818,3.0,1.0,5.142857,55.0,1.0,55.0
en_native_04084,en,3.0,5.0,3.0,10.0,0.125,0.558333,0.44,0.0,0.0,3.285714,25.0,1.0,25.0
en_native_04085,en,2.0,3.0,3.73913,20.0,0.162571,0.466667,0.625,0.0,0.0,2.714286,24.0,1.0,24.0
en_native_04086,en,8.0,9.0,3.085714,32.0,0.088163,0.705556,0.378378,0.0,0.0,4.714286,37.0,2.0,18.5
en_native_04087,en,3.0,4.0,3.642857,24.0,0.130102,0.652381,0.448276,0.0,1.0,3.142857,29.0,1.0,29.0
en_native_04088,en,7.0,9.0,3.960784,51.0,0.077662,0.589706,0.403846,3.0,7.0,6.142857,52.0,1.0,52.0
en_native_04089,en,6.0,5.0,3.689655,27.0,0.127229,0.515385,0.233333,6.0,0.0,3.428571,30.0,1.0,30.0
en_native_04090,en,5.0,8.0,3.375,37.0,0.084375,0.7,0.463415,7.0,0.0,5.285714,41.0,1.0,41.0
en_native_04091,en,7.0,6.0,4.076923,26.0,0.078402,0.623333,0.528302,9.0,0.0,7.285714,53.0,1.0,53.0
en_native_04092,en,5.0,8.0,3.382979,38.0,0.071978,0.631481,0.5,0.0,0.0,6.714286,48.0,1.0,48.0
en_native_04093,en,5.0,6.0,3.296296,26.0,0.122085,0.75,0.25,6.0,0.0,3.285714,28.0,1.0,28.0
en_native_04094,en,4.0,4.0,4.052632,21.0,0.106648,0.561364,0.538462,3.0,0.0,5.285714,39.0,1.0,39.0
en_native_04095,en,7.0,10.0,2.948718,28.0,0.075608,0.536957,0.475,3.0,1.0,5.428571,40.0,1.0,40.0
en_native_04096,en,5.0,6.0,3.321429,27.0,0.118622,0.696429,0.275862,6.0,0.0,3.428571,29.0,1.0,29.0
en_native_04097,en,2.0,5.0,4.035714,22.0,0.144133,0.688235,0.517241,3.0,3.0,3.285714,29.0,1.0,29.0
en_native_04098,en,2.0,2.0,2.384615,7.0,0.183432,0.727273,0.533333,0.0,0.0,1.857143,15.0,2.0,7.5
en_native_04099,en,2.0,2.0,2.384615,7.0,0.183432,0.97,0.533333,0.0,0.0,1.857143,15.0,2.0,7.5
en_native_04100,en,3.0,6.0,3.421053,21.0,0.090028,0.656522,0.564103,3.0,0.0,4.285714,39.0,1.0,39.0
en_native_04101,en,3.0,6.0,3.815789,28.0,0.100416,0.435,0.615385,0.0,7.0,4.857143,39.0,1.0,39.0
en_native_04102,en,2.0,5.0,3.32,22.0,0.1328,0.709375,0.384615,0.0,0.0,2.714286,26.0,1.0,26.0
en_native_04103,en,5.0,5.0,3.068966,20.0,0.105826,0.541667,0.533333,0.0,3.0,3.857143,30.0,1.0,30.0
en_native_04104,en,1.0,5.0,2.952381,13.0,0.14059,0.666667,0.545455,0.0,0.0,2.857143,22.0,1.0,22.0
en_native_04105,en,1.0,4.0,3.208333,13.0,0.133681,0.763636,0.84,0.0,0.0,3.428571,25.0,1.0,25.0
en_native_04106,en,3.0,5.0,3.542857,20.0,0.101224,0.628125,0.638889,3.0,0.0,4.285714,36.0,1.0,36.0
en_native_04107,en,5.0,5.0,3.777778,27.0,0.083951,0.570833,0.565217,6.0,0.0,5.714286,46.0,1.0,46.0
en_native_04108,en,5.0,6.0,3.74359,20.0,0.095989,0.726,0.475,5.0,1.0,4.714286,40.0,1.0,40.0
en_native_04109,en,6.0,8.0,3.488889,32.0,0.077531,0.788462,0.521739,6.0,4.0,5.428571,46.0,1.0,46.0
en_native_04110,en,2.0,5.0,2.833333,14.0,0.157407,0.27,0.368421,3.0,0.0,2.428571,19.0,1.0,19.0
en_native_04111,en,5.0,12.0,3.716049,57.0,0.045877,0.606977,0.719512,6.0,2.0,9.714286,82.0,1.0,82.0
en_native_04112,en,5.0,6.0,3.0,18.0,0.1,0.65,0.451613,5.0,0.0,4.0,31.0,1.0,31.0
en_native_04113,en,6.0,5.0,3.641026,27.0,0.09336,0.788235,0.425,11.0,1.0,5.0,40.0,1.0,40.0
en_native_04114,en,6.0,5.0,3.777778,38.0,0.083951,0.454,0.478261,1.0,1.0,6.0,46.0,1.0,46.0
en_native_04115,en,4.0,7.0,3.216216,32.0,0.086925,0.5025,0.473684,0.0,0.0,4.571429,38.0,1.0,38.0
en_native_04116,en,4.0,5.0,2.896552,21.0,0.099881,0.747059,0.433333,3.0,0.0,4.0,30.0,1.0,30.0
en_native_04117,en,2.0,3.0,3.0,10.0,0.176471,0.55,0.388889,0.0,0.0,2.285714,18.0,1.0,18.0
en_native_04118,en,4.0,4.0,3.85,18.0,0.1925,0.569231,0.380952,3.0,0.0,3.0,21.0,1.0,21.0
en_native_04119,en,2.0,3.0,3.388889,14.0,0.188272,0.7625,0.578947,3.0,1.0,2.428571,19.0,1.0,19.0
en_native_04120,en,3.0,4.0,2.705882,12.0,0.15917,0.37,0.5,0.0,0.0,1.714286,18.0,1.0,18.0
en_native_04121,en,1.0,3.0,2.25,7.0,0.1875,0.578571,0.461538,0.0,0.0,1.285714,13.0,1.0,13.0
en_native_04122,en,2.0,4.0,3.0,11.0,0.166667,0.620833,0.473684,3.0,0.0,2.571429,19.0,1.0,19.0
en_native_04123,en,1.0,4.0,2.8,11.0,0.186667,0.93125,0.5625,0.0,0.0,2.142857,16.0,1.0,16.0
en_native_04124,en,3.0,4.0,3.035714,15.0,0.108418,0.625,0.655172,4.0,3.0,3.428571,29.0,1.0,29.0
en_native_04125,en,3.0,5.0,2.642857,14.0,0.094388,0.745,0.566667,0.0,0.0,4.0,30.0,2.0,15.0
en_native_04126,en,2.0,3.0,3.3,16.0,0.165,0.633333,0.571429,0.0,0.0,2.571429,21.0,1.0,21.0
en_native_04127,en,2.0,4.0,3.578947,17.0,0.188366,0.7,0.45,3.0,0.0,2.571429,20.0,1.0,20.0
en_native_04128,en,1.0,4.0,3.857143,20.0,0.183673,0.64,0.590909,0.0,0.0,2.714286,22.0,1.0,22.0
en_native_04129,en,4.0,5.0,3.125,14.0,0.195312,0.485714,0.411765,7.0,0.0,2.142857,17.0,1.0,17.0
en_native_04130,en,7.0,7.0,2.866667,26.0,0.095556,0.510526,0.290323,4.0,0.0,4.0,31.0,1.0,31.0
en_native_04131,en,1.0,2.0,2.916667,8.0,0.243056,0.555556,0.615385,0.0,0.0,1.857143,13.0,1.0,13.0
en_native_04132,en,4.0,3.0,2.894737,13.0,0.152355,0.454545,0.2,4.0,0.0,2.142857,20.0,1.0,20.0
en_native_04133,en,4.0,6.0,4.111111,30.0,0.114198,0.7025,0.567568,4.0,0.0,4.857143,37.0,1.0,37.0
en_native_04134,en,2.0,4.0,2.333333,6.0,0.194444,0.7125,0.461538,0.0,0.0,1.857143,13.0,1.0,13.0
en_native_04135,en,3.0,4.0,3.103448,23.0,0.107015,0.693333,0.5,3.0,0.0,3.714286,30.0,1.0,30.0
en_native_04136,en,2.0,7.0,4.333333,41.0,0.103175,0.731818,0.627907,0.0,0.0,5.428571,43.0,1.0,43.0
en_native_04137,en,2.0,4.0,2.952381,16.0,0.14059,0.775,0.636364,0.0,1.0,2.714286,22.0,1.0,22.0
en_native_04138,en,3.0,3.0,2.789474,12.0,0.146814,0.583333,0.45,0.0,0.0,2.714286,20.0,1.0,20.0
en_native_04139,en,2.0,5.0,3.083333,11.0,0.128472,0.875,0.6,0.0,1.0,3.142857,25.0,1.0,25.0
en_native_04140,en,4.0,6.0,3.666667,38.0,0.094017,0.764286,0.375,0.0,0.0,4.857143,40.0,1.0,40.0
en_native_04141,en,4.0,5.0,4.371429,21.0,0.124898,0.60625,0.444444,3.0,3.0,4.142857,36.0,1.0,36.0
en_native_04142,en,1.0,4.0,3.928571,11.0,0.280612,0.735,0.466667,0.0,0.0,1.714286,15.0,1.0,15.0
en_native_04143,en,6.0,5.0,3.214286,20.0,0.057398,0.64697,0.372881,6.0,0.0,6.571429,59.0,3.0,19.666667
en_native_04144,en,4.0,7.0,2.913043,20.0,0.126654,0.58,0.333333,0.0,0.0,3.285714,24.0,1.0,24.0
en_native_04145,en,5.0,6.0,3.304348,21.0,0.143667,0.5,0.375,3.0,1.0,3.285714,24.0,1.0,24.0
en_native_04146,en,7.0,5.0,3.27027,19.0,0.088386,0.54375,0.315789,6.0,0.0,4.857143,38.0,1.0,38.0
en_native_04147,en,3.0,3.0,2.714286,7.0,0.193878,0.3,0.133333,3.0,1.0,1.285714,15.0,1.0,15.0
en_native_04148,en,2.0,6.0,3.416667,17.0,0.142361,0.533333,0.68,0.0,4.0,2.857143,25.0,1.0,25.0
en_native_04149,en,1.0,4.0,3.884615,18.0,0.149408,0.533333,0.62963,0.0,0.0,2.428571,27.0,1.0,27.0
en_native_04150,en,4.0,6.0,3.366667,15.0,0.112222,0.578947,0.419355,4.0,0.0,3.142857,31.0,1.0,31.0
en_native_04151,en,6.0,6.0,3.666667,32.0,0.111111,0.54375,0.382353,6.0,3.0,4.571429,34.0,1.0,34.0
en_native_04152,en,5.0,10.0,4.413043,30.0,0.095936,0.466071,0.425532,6.0,4.0,5.571429,47.0,1.0,47.0
en_native_04153,en,3.0,6.0,3.521739,22.0,0.153119,0.773077,0.5,0.0,0.0,3.0,24.0,1.0,24.0
en_native_04154,en,9.0,7.0,4.939394,63.0,0.074839,0.613095,0.492537,11.0,1.0,7.857143,67.0,1.0,67.0
